banco;comercio;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
Banco Falabella;Taberna Nose Puerto Varas;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Viernes;;Puerto Varas;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Los Lagos;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/taberna-nose-puerto-varas;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Taberna Nose Puerto Varas
Banco Falabella;Waldos Bistro;40%;40;Sin Tope;Viernes;;Isidora Goyenechea 2800, Piso -1, Las Condes, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-03-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/waldos-bistro;- Exclusivo presencial / - Isidora Goyenechea 2800, Piso -1, Las Condes, Región Metropolitana
Banco Falabella;Waldos;40%;40;Sin Tope;Viernes;;"Cantagallo Las Condes: Nueva Las Condes 12280; Lyon Providencia: Nueva de Lyon 45, Local 7L, Providencia, Chile; Estación Central: Calle Libertador Bernardo O'Higgins 3750 , local 209 (2do piso terminal buses); Rancagua: Astorga 408, Rancagua, Chile";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago, Región de Maule, Región de O'Higgins;2026-03-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/waldos;Locales / - Cantagallo Las Condes: Nueva Las Condes 12280 / - Lyon Providencia: Nueva de Lyon 45, Local 7L, Providencia, Chile / - Estación Central: Calle Libertador Bernardo O'Higgins 3750 , local 209 (2do piso terminal buses) / - Rancagua: Astorga 408, Rancagua, Chile / Condiciones  / - Exclusivo presencial / - Excluye pizzas congeladas
Banco Falabella;Club de restaurantes;20%;20;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región de Arica y Parinacota, Región de Tarapacá, Región de Antofagasta, Región de Atacama, Región de Coquimbo, Región de Valparaíso, Región Metropolitana de Santiago, Región de O'Higgins, Región del Maule, Región de Ñuble, Región del Biobío, Región de La Araucanía, Región de Los Ríos, Región de Los Lagos, Región de Aysén del General Carlos Ibáñez del Campo, Región de Magallanes y de la Antártica Chilena, Región de Maule, Región de Biobío;2023-07-09 → 2026-12-31;https://www.bancofalabella.cl/descuentos/detalle/club-de-restaurantes;Sigue estos pasos: / - Ingresa al sitio web de Club de Restaurantes / - Selecciona tu restaurante favorito / - Descuento se aplicará al momento de la compra en el domicilio o en el local / - Consultar antes con cada local si el descuento es válido en feriados especiales o festivos como 14 de febrero, día de la madre, día del padre, día del niño, Navidad y Año Nuevo ante cualquier duda / Todos los días
Banco Falabella;Social;40%;40;Sin Tope;Viernes;;Social;CMR Mastercard Elite;Presencial;Región Metropolitana de Santiago;2026-07-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/social;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR Elite / Válido en locales: / - Social / - Todos los viernes. / Condiciones: / - El descuento no es acumulable con otras promociones
Banco Falabella;Viña Viu Manent;40%;40;Sin Tope;Viernes;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región de O'Higgins;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/vina-viu-manent;Sigue estos pasos /  / RESTAURANTE / - 40% de dcto pagando con tu CMR y 30% de dcto pagando con débito Banco Falabella. Rayuela / ADICIONAL / - 30% de descuento en una selección de 6 tours y degustaciones de Viu Manent mediante cupón de descuento CMR30%. Ingresa aquí Tours. / - 40% de descuento en nuestro e-commerce de vinos, también mediante cupón de descuento CMR40%. Ingresa aquí E-commerce.
Banco Falabella;Cuponera Gastronómica;40% dcto;1;Sin tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial, Online;Región de Arica y Parinacota, Región de Tarapacá, Región de Antofagasta, Región de Atacama, Región de Coquimbo, Región de Valparaíso, Región Metropolitana de Santiago, Región de O'Higgins, Región de Maule, Región de Ñuble, Región de Biobío, Región de La Araucanía, Región de Los Ríos, Región de Los Lagos, Región de Aysén del General Carlos Ibáñez del Campo, Región de Magallanes y de la Antártica Chilena, Región del Biobío, Región del Maule;2026-06-05 → 2026-12-31;https://www.bancofalabella.cl/descuentos/detalle/cuponera-gastronomica;
Banco Falabella;Tropicalia;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;Alianza 1723, Vitacura, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/tropicalia;Sigue estos pasos /  / - Has tu reserva en Tropicalia / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los miércoles / *Dirección: Alianza 1723, Vitacura, Región Metropolitana.
Banco Falabella;Bar Enigma;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;dcto;Miércoles;;Avenida Larrain 5941, La Reina;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/enigma;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / - Miércoles / - Avenida Larrain 5941, La Reina
Banco Falabella;Demencia;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/demencia;Sigue estos pasos /  / - Has tu reserva en Demencia / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial
Banco Falabella;Local Burger;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Jueves);40;Sin Tope;Jueves;;Local Burger;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial, Online;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/local-burger;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Jueves / Válido en locales: / - Local Burger / - Todos los Jueves / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido para compras presenciales y online
Banco Falabella;Estación Tropera;40% (40% dcto pagando con CMR y 30% dcto pagando con débito sin tope.);40;Sin tope;Viernes;;Av. Vitacura 3285, Vitacura, Región Metropolitana;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/estacion-tropera;40% dcto pagando con CMR y 30% dcto pagando con débito sin tope. / Dirección: Av. Vitacura 3285, Vitacura, Región Metropolitana. / Condiciones: / - Excluye promociones, descuentos y facturas / - Exclusivamente presencial
Banco Falabella;Doga Sushi;40% (40% dcto pagando con CMR y 30% dcto pagando con débito sin tope.);40;Sin tope;Sábado;;;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/doga-sushi;40% dcto pagando con CMR y 30% dcto pagando con débito sin tope. / Condiciones: / - Excluye promociones, descuentos y facturas / - Exclusivamente presencial
Banco Falabella;Majestic;40%;40;Sin Tope;Lunes, Domingo;;Av. Kennedy 5600, esquina Luis Carrera, Vitacura;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2025-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/majestic;Majestic /  / Exclusivo Presencial / - Av. Kennedy 5600, esquina Luis Carrera, Vitacura
Banco Falabella;Mirador Gourmet;40%;40;Sin Tope;Martes;;Mirador Gourmet: Golf Lomas de La Dehesa 11480, Lo Barnechea;CMR Mastercard Elite;Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/mirador-gourmet;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR Elite los martes / Válido en locales: / - Mirador Gourmet: Golf Lomas de La Dehesa 11480, Lo Barnechea
Banco Falabella;YMA;40%;40;Sin Tope;Miércoles;;Av. Nueva Costanera 3900;CMR Mastercard Elite;Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/yma;Sigue estos pasos /  / *Av. Nueva Costanera 3900 / *¿Aún no tienes tu CMR? Pídela aquí
Banco Falabella;Pescados capitales;40%;40;Sin Tope;Jueves;;Pescados Capitales: Av. Nueva Costanera 3723, Vitacura;CMR Mastercard Elite;Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/pescados-capitales;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR Elite los jueves / Válido en locales: / - Pescados Capitales: Av. Nueva Costanera 3723, Vitacura
Banco Falabella;Cosenza;40%;40;Sin tope;Viernes;;;CMR Mastercard Elite;Presencial;Región Metropolitana de Santiago;2026-03-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/cosenza;Condiciones: / - Exclusivo presencial con tu CMR Elite / - No acumulable sobre otras promociones
Banco Falabella;La Sociedad;40%;40;Sin tope;Sábado;;;CMR Mastercard Elite;Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/la-sociedad;Condiciones: / - Exclusivo presencial / - No acumulable sobre otras promociones
Banco Falabella;Docetrece;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los miércoles);40;Sin Tope;Miércoles;;Docetrece: Av. Tobalaba #1213, Providencia, Santiago y Av. Pedro de Valdivia #2785, Ñuñoa, Santiago;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-08-31;https://www.bancofalabella.cl/descuentos/detalle/docetrece;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los miércoles / Válido en locales: / - Docetrece: Av. Tobalaba #1213, Providencia, Santiago y Av. Pedro de Valdivia #2785, Ñuñoa, Santiago. / - Todos los miércoles / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Docetrece
Santander;Helados Timaukel;40% dcto. todos los miércoles.;40;$30.000;Miércoles;;;Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Online / delivery;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/helados-timaukel;Heladería artesanal / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Solo online en www.timaukel.cl / - No acumulable con otras promociones. / - Ingresando los 6 primeros dígitos de tu Tarjeta como código de descuento. / - Descuento máximo por pedido de $30.000
Santander;Casa Mar Sushi;30% dcto. todos los miércoles.;30;$40.000;Miércoles;;Av. Blanca Estela 1927, Concón;Exclusivo con tus Tarjetas de Crédito y Débito Santander.;Presencial;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/casa-mar-sushi;Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander. / - Válido en local. / - Av. Blanca Estela 1927, Concón / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Holy Moly;40% dcto. todos los sábados;40;$40.000;Sábado;;"Av hernando de aguirre 129, Providencia; Merced 318, Santiago";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Región Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/holy-moly-2;Hamburguesería al mejor estilo americano. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local. / - Av hernando de aguirre 129, Providencia / - Merced 318, Santiago / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;El Dorado;40% dcto todos los domingos;40;$100.000;Domingo;;Barros 348, Concepción;Exclusivo pagando con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Regiones;;https://banco.santander.cl/beneficios/promociones/el-dorado;Desayunos, Brunch, restaurante y bar / Recuerda que: / - Exclusivo pagando con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para consumo en local. / - Barros 348, Concepción / - Tope de descuento de $100.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;La Barra CCU;20% dcto adicional los jueves y acumula 1 Milla LATAM Pass adicional;20;$20.000;Jueves;;;"Exclusivo con tus Tarjetas de Crédito y Débito Santander pagando con Webpay Oneclick; Acumulación incremental de millas exclusivo pagando con Tarjetas de Crédito Santander LATAM Pass a través de Webpay Oneclick";Online / delivery;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/la-barra-ccu;Venta de bebestible con amplio portafolio del mercado  / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito y Débito Santander pagando con Webpay Oneclick  / - Válido en labarra.cl o en la app / - Descuento automático en el carro pagando con Webpay Oneclick / - No acumulable con cupones de descuento. / - Acumulación incremental de millas exclusivo pagando con Tarjetas de Crédito Santander LATAM Pass a través de Webpay Oneclick / - Una transacción por cliente al día. / - Descuento máximo por pedido de $20.000.
Santander;De Costa a Costa;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/de-costa-a-costa;Los mejores productos del mar / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en locales y en decostacosta.cl / - No acumulable con otras promociones, no incluye packs, no se pueden programar pedidos para otro día. / - Tope dcto. $40.000.
Santander;Rubaiyat;30% dcto. en exclusiva experiencia gastronómica Rubaiyat;30;;Martes;;Evento a realizarse el 28 de julio de 2026 en Rubaiyat Chile, Av. Nueva Costanera 4031, Vitacura;"Exclusivo pagando online con tus Tarjetas de Crédito The Platinum Card American Express&reg; y WorldMember Santander LATAM Pass American Express.";Online / delivery;;Evento a realizarse el 28 de julio de 2026;https://banco.santander.cl/beneficios/promociones/rubaiyat;"Celebra los 10 años de Rubaiyat Chile con un exclusivo menú de degustación junto al chef Diego Rojas.  / Recuerda que: / - Exclusivo pagando online con tus Tarjetas de Crédito The Platinum Card American Express&reg; y WorldMember Santander LATAM Pass American Express. / - Válido para la experiencia gastronómica &quot;Rubaiyat Invita&quot;, en el marco de la celebración de los 10 años de Rubaiyat Chile. / - Evento a realizarse el 28 de julio de 2026 en Rubaiyat Chile, Av. Nueva Costanera 4031, Vitacura. / - Valor referencial: $120.000 por persona antes del descuento. / - Cupos limitados, sujetos a disponibilidad y asignados por orden de inscripción. / - Reserva previa a través del formulario habilitado para la actividad."
Santander;Corrales del Sur;20% dcto. todos los lunes.;20;$40.000;Lunes;;;Exclusivo con tus Tarjetas de Crédito Santander;Online / delivery;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/corrales-del-sur-4;¡El mejor corte de carne en Corrales del Sur! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander / - Válido en tiendas y corralesdelsur.cl / - Exclusivo en categoría hogar. / - No acumulable a otras promociones. / - Ingresa los primeros 6 dígitos de tu Tarjeta como código de descuento. / - Descuento máximo por pedido de $40.000.
Santander;Punta del Sol;50% de dcto. todos los lunes;50;$50.000;Lunes;;Av. del Mar 2730, Maitencillo;Exclusivo con tus Tarjetas de Crédito Santander American Express.;Presencial;;Desde el 01 de junio al 30 de noviembre de 2026;https://banco.santander.cl/beneficios/promociones/punta-del-sol;Cocina del mar  / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander American Express. / - Válido para consumo en local. / - Av. del Mar 2730, Maitencillo / - Tope de descuento de $50.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Gaia Restaurante;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;Playa brava 3322, Iquique;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Regiones;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/gaia-restaurante;Cocina catalana clásica   / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local. / - Playa brava 3322, Iquique. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Pettra;40% de dcto. todos los martes;40;$100.000;Martes;;Av. Imperial 0561, Puerto Varas;Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander.;Presencial;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/pettra;Restaurante / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander. / - Válido en local. / - Av. Imperial 0561, Puerto Varas. / - Descuento máximo de $100.000 / - No acumulable con otras promociones.
Santander;Majka;40% dcto. todos los jueves;40;$40.000;Jueves;;Principe de Gales 7102, La Reina;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/majka;Cocina fusión y de autor / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local / - Principe de Gales 7102, La Reina / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Lumiere Bistró;40% dcto. todos los sábados;40;$40.000;Sábado;;Puerta del Sol 19, Las Condes;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/lumiere-bistro;Lumiere Bistró / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local / - Puerta del Sol 19, Las Condes / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Cosenza;50% dcto. todos los jueves;50;$50.000;Jueves;;"Av. Nueva Costanera 3900, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander American Express.;Presencial;Metropolitana;Desde el 01 de junio hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/cosenza;Cosenza / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander American Express. / - Válido en local. / - Av. Nueva Costanera 3900, Vitacura / - No acumulable con otras promociones. / - Descuento máximo por pedido de $50.000
Santander;Vicenzo Cucina;40% dcto. todos los jueves;40;$40.000;Jueves;;"Av. Apoquindo 6554, Las Condes; Las Condes";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/vicenzo-cucina;Vicenzo Cucina / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local / - Av. Apoquindo 6554, Las Condes. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Ruta 41;40% dcto. todos los viernes.;40;$40.000;Viernes;;"Av Vitacura 3708, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/ruta-41;Ruta 41 / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local, delivery web y retiro en local. / - Av Vitacura 3708, Vitacura. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Toro Bayo;40% dcto. todos los miércoles;40;$40.000;Miércoles;;"Cam. Las Rastras, km 2,3, Talca; Talca";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Maule;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/torobayo;Torobayo / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local. / - Cam. Las Rastras, km 2,3, Talca. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Riccione;40% dcto. todos los jueves;40;$40.000;Jueves;;"Av. Pablo Neruda 2451, Temuco; Temuco";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;La Araucanía;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/riccione;Riccione / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local / -  Av. Pablo Neruda 2451, Temuco. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Gatopardo Bistró;40% de dcto. todos los viernes;40;$100.000;Viernes;;"Alonso de Córdova 4308, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/gatopardo-bistro;Gatopardo Bistró / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander. / - Válido en local / - Alonso de Córdova 4308, Vitacura. / - Descuento máximo de $100.000 / - No acumulable con otras promociones.
Santander;La Parrilla del Guatón Jeréz;40% de dcto. todos miércoles;40;$100.000;Miércoles;;"Av. Padre Hurtado Nte 1460, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/la-parrilla-del-guaton-jerez;La Parrilla del Guatón Jeréz / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander. / - Válido en local. / - Av. Padre Hurtado Nte 1460, Vitacura. / - Descuento máximo de $100.000 / - No acumulable con otras promociones.
Santander;Kevin Bacon;40% dcto. todos los lunes.;40;$40.000;Lunes;;"Av. Pdte. Kennedy 5601, piso 4 terraza, Las Condes; Las Condes";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/kevin-bacon;Kevin Bacon / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local, delivery web y retiro en local. / - Av. Pdte. Kennedy 5601, piso 4 terraza, Las Condes. / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Jeronimo;40%. dcto. todos los jueves;40;$100.000;Jueves;;Alonso de Córdova 4355, Vitacura;Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass.;Presencial;Región Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/jeronimo;Cocina del mundo / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito WorldMember Limited Santander LATAM Pass. / - Válido para consumo en local. / - Alonso de Córdova 4355, Vitacura. / - Tope de descuento de $100.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Miscelaneo;40%. dcto. todos los viernes;40;$40.000;Viernes;;"Santa María 5870, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander;Presencial;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/miscelaneo;Comida para compartir / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander / - Válido para consumo en local. / - Santa María 5870, Vitacura. / - Tope de descuento de $40.000. / - No acumulable a otras promociones. / - Se excluyen propinas, menús, happy hours.
Santander;Vapiano;40% dcto. todos los martes y jueves;40;$40.000;Martes, Jueves;;;Válido con Tarjetas de Crédito y Débito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto 2026.;https://banco.santander.cl/beneficios/promociones/vapiano-2;Cadena internacional de comida italiana / - Válido con Tarjetas de Crédito y Débito Santander. / - Válido presencial / - No acumulable a otras promociones. / - Descuento máximo es de $40.000.
Santander;Cascade Bistró;40%. dcto. todos los jueves;40;$40.000;Jueves;;"Costanera Sur S.J.E. de Balaguer 6400 local 8, Vitacura; Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/cascade-bistro;Calidad, más de 50 años de tradición y una renovada carta / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para compras en local. / - Costanera Sur S.J.E. de Balaguer 6400 local 8, Vitacura / - No acumulable a otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Chilis;40% dcto. todos los miércoles.;40;$40.000;Miércoles;;Av. Italia 1484, Providencia;Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/chilis;Entregar lo mejor en comida tex-mex, como en ningún otro lugar directo en tu hogar! / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local, delivery web y retiro en local. / - Av. Italia 1484, Providencia / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
Santander;Santa Brasa;40% dcto. todos los jueves;40;$40.000;Jueves;;"Parque Arauco, Avenida Presidente Kennedy 5413, Las Condes; Avenida Jose Alcalde Delano, Los Trapenses; Alto las Condes, Avenida Presidente Kennedy Lateral 9001, Las Condes; Avenida Larraín 5862; Avenida Padre Hurtado Sur 785, las condes; Santa Elena 671, Concón; San Martín 435, Viña del Mar";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial;Metropolitana;Hasta el 31 de agosto de 2026;https://banco.santander.cl/beneficios/promociones/santa-brasa-3;Increíbles cortes de carne. / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido para consumo en local. / - Parque Arauco, Avenida Presidente Kennedy 5413, Las Condes. / - Avenida Jose Alcalde Delano, Los Trapenses.  / - Alto las Condes, Avenida Presidente Kennedy Lateral 9001, Las Condes.  / - Avenida Larraín 5862. / - Avenida Padre Hurtado Sur 785, las condes. / - Santa Elena 671, Concón. / - San Martín 435, Viña del Mar. / - Tope de descuento de $40.000. / - No acumulable a otras promociones.
Santander;Pizzería Capri;40% dcto. todos los lunes;40;$40.000;Lunes;;"Avenida El Rodeo 13.052, Lo Barnechea; Gerónimo Alderete 1423, Vitacura; Lo Barnechea, Vitacura";Exclusivo con tus Tarjetas de Crédito Santander.;Presencial y online;Metropolitana;Hasta el 31 de agosto de 2026.;https://banco.santander.cl/beneficios/promociones/pizzeria-capri;Disfruta de la comida italiana como pizzas, pastas y más / Recuerda que: / - Exclusivo con tus Tarjetas de Crédito Santander. / - Válido en local y online con retiro en tienda. / - Avenida El Rodeo 13.052, Lo Barnechea / - Gerónimo Alderete 1423, Vitacura / - No acumulable con otras promociones. / - Descuento máximo por pedido de $40.000
